Gene,highly_variable
GEMIN5,False
MED7,False
FNDC9,False
CTB-47B11.3,False
CLINT1,False
EBF1,True
RNF145,False
PWWP2A,False
CCNJL,True
C1QTNF2,True
C5orf54,False
SLU7,False
GABRB2,False
NUDCD2,False
CTB-178M22.2,True
PANK3,False
KCNMB1,False
FBXW11,False
STK10,True
UBTD2,False
SH3PXD2B,False
DUSP1,True
STC2,False
BOD1,False
THOC3,False
KIAA1191,False
NOP16,False
CLTB,False
RNF44,True
GPRIN1,False
SNCB,True
UIMC1,True
RAB24,False
LMAN2,False
PFN3,True
F12,True
DBN1,False
PDLIM7,False
DOK3,False
DDX41,False
FAM193B,False
NHP2,False
PHYKPL,False
CLK4,False
ZNF354A,False
ADAMTS2,True
HNRNPH1,True
MGAT4B,False
C5orf45,False
TBC1D9B,False
RNF130,False
RASGEF1C,False
MAPK9,False
GFPT2,False
MGAT1,False
ZFP62,False
GNB2L1,False
TRIM52,False
PLEKHG4B,False
SDHA,False
PDCD6,False
EXOC3,False
TRIP13,True
NKD2,True
NDUFS6,False
C5orf38,True
IRX1,False
KIAA0947,False
UBE2QL1,False
LINC01018,False
SRD5A1,True
CTD-2044J15.2,False
PAPD7,False
ADCY2,True
MTRR,False
MIR4458HG,False
SNHG18,True
CTD-2256P15.1,True
CCT5,False
MARCH6,False
ROPN1L,False
RP11-215G15.5,False
TRIO,False
FAM105A,True
FAM105B,False
FBXL7,False
BASP1,False
CDH6,True
C5orf22,False
PDZD2,True
CTD-2186M15.3,False
SUB1,False
NPR3,True
TARS,False
RAI14,True
TTC23L,False
BRIX1,False
DNAJC21,False
SPEF2,True
SKP2,False
SLC1A3,True
NIPBL,False
WDR70,False
EGFLAM,False
LIFR-AS1,False
PTGER4,False
C5orf51,False
FBXO4,False
CCDC152,True
CTD-2325A15.5,False
CTD-2035E11.5,False
ZNF131,False
NIM1K,False
NNT,False
MRPS30,False
RP11-53O19.3,False
PARP8,True
ISL1,True
ITGA2,True
CTD-2366F13.1,True
FST,True
NDUFS4,False
SNX18,True
GPX8,False
SKIV2L2,False
CTD-2031P19.5,False
MAP3K1,False
SETD9,False
GPBP1,False
RAB3C,False
NDUFAF2,False
ZSWIM6,False
KIF2A,False
IPO11,False
RNF180,True
RGS7BP,False
CWC27,False
RP11-307L14.1,False
RP11-307L14.2,False
PPWD1,True
TRAPPC13,False
NLN,True
ERBB2IP,True
SREK1,False
MAST4,False
PIK3R1,True
SLC30A5,False
CCNB1,False
CENPH,True
MRPS36,False
CDK7,False
RAD17,False
OCLN,False
GTF2H2C,False
SMN2,False
SMN1,True
BDP1,False
MCCC2,False
CARTPT,True
MAP1B,False
PTCD2,True
RP11-389C8.3,True
TNPO1,False
FCHO2,False
BTF3,False
UTP15,False
HEXB,False
NSA2,False
HMGCR,False
CTD-2235C13.3,True
POLK,False
CTC-366B18.4,False
SV2C,True
IQGAP2,True
F2R,False
F2RL1,False
AGGF1,False
ZBED3-AS1,True
PDE8B,False
SCAMP1,False
JMY,False
PAPD4,False
CMYA5,False
THBS4,False
ZFYVE16,False
FAM151B,False
MSH3,False
ZCCHC9,False
ATG10,False
ATP6AP1L,False
XRCC4,False
VCAN,True
COX7C,False
RASA1,True
CTD-2316B1.1,False
TMEM161B-AS1,True
POLR3G,False
GPR98,True
NR2F1,True
RP11-185E12.2,True
ANKRD32,False
ARSK,False
GPR150,False
RFESD,False
RHOBTB3,False
CAST,True
LNPEP,False
RGMB,False
CTD-2007H13.3,True
FAM174A,False
PAM,True
PPIP5K2,False
C5orf30,False
FER,False
MAN2A1,False
SLC25A46,False
WDR36,False
CAMK4,False
STARD4-AS1,False
EPB41L4A-AS1,False
RP11-526F3.1,True
RP11-159K7.2,False
APC,False
CTC-487M23.8,False
SRP19,False
CTC-487M23.5,False
DCP2,False
YTHDC2,False
KCNN2,True
AC010226.4,False
AP3S1,False
AQPEP,False
DMXL1,False
TNFAIP8,False
HSD17B4,False
PRR16,False
SRFBP1,False
SNCAIP,False
SNX2,False
SNX24,False
CSNK1G3,False
PHAX,False
LMNB1,False
MEGF10,False
PRRC1,True
CTXN3,True
SLC12A2,True
SLC27A6,False
ISOC1,False
ADAMTS19,True
KIAA1024L,False
LYRM7,False
CDC42SE2,False
AC034228.3,False
PDLIM4,True
SLC22A4,False
SLC22A5,False
C5orf56,False
RAD50,False
UQCRQ,False
LEAP2,False
HSPA4,False
CTB-113I20.2,False
UBE2B,False
RP11-215P8.3,True
JADE2,False
SEC24A,False
CAMLG,False
DDX46,False
C5orf24,False
TXNDC15,False
PCBD2,False
CTC-203F4.2,False
TGFBI,False
SMAD5,False
KIF20A,False
FAM53C,False
KDM3B,False
REEP2,False
EGR1,True
CTNNA1,False
MATR3,False
PAIP2,False
UBE2D2,False
CXXC5,False
PSD2,False
PURA,False
IGIP,False
CYSTM1,False
ANKHD1,False
SLC35A4,False
TMCO6,False
IK,False
WDR55,True
ZMAT2,False
PCDHB2,True
PCDHB3,True
AC005754.8,False
PCDHB4,False
PCDHB5,False
PCDHB6,False
PCDHB7,True
PCDHB8,False
PCDHB16,True
PCDHB10,True
PCDHB11,True
PCDHB12,True
PCDHB13,True
PCDHB14,False
PCDHB15,False
AC005618.6,False
RELL2,False
KIAA0141,False
RNF14,False
NDFIP1,True
ARHGAP26,False
KCTD16,False
RBM27,False
TCERG1,False
STK32A,False
SPINK5,True
FBXO38,False
ADRB2,False
ABLIM3,False
GRPEL2,False
PCYOX1L,False
ARHGEF37,True
HMGXB3,False
TCOF1,False
NDST1,False
MYOZ3,False
GPX3,True
GM2A,False
SLC36A1,False
G3BP1,False
GRIA1,True
GALNT10,False
SAP30L,False
LARP1,False
CNOT8,False
MRPL22,False
SGCD,True
CYFIP2,False
THG1L,False
LSM11,False
CTB-11I22.1,True
UBLCP1,False
TTC1,False
FABP6,True
PTTG1,True
GABRA1,False
GABRG2,True
CCNG1,True
HMMR,False
MAT2B,True
TENM2,False
WWC1,False
RARS,False
FBLL1,False
SPDL1,False
KCNIP1,True
RANBP17,True
NPM1,False
FGF18,False
NEURL1B,False
ERGIC1,False
RPL26L1,False
ATP6V0E1,False
CREBRF,True
BNIP1,False
CPEB4,True
NSG2,False
SFXN1,False
HRH2,False
CPLX2,True
SIMC1,False
HIGD2A,False
FAF2,False
EIF4E1B,False
TSPAN17,False
RP11-375B1.3,False
UNC5A,True
ZNF346,False
FGFR4,False
NSD1,False
PRELID1,False
RGS14,True
GRK6,False
PRR7,False
TMED9,False
B4GALT7,False
RP11-1277A3.1,False
RMND5B,False
HNRNPAB,False
ZNF354B,False
ZFP2,False
ZNF454,True
RP11-281O15.4,False
ZNF879,False
ZNF354C,False
RUFY1,False
RP11-1379J22.5,False
CANX,False
SQSTM1,False
CTC-241N9.1,False
CNOT6,False
LINC00847,False
BTNL9,False
CTC-338M12.5,False
TRIM41,False
CTC-338M12.4,False
TRIM52-AS1,True
EXOC2,False
GMDS,False
C6orf195,True
SERPINB1,False
SERPINB6,True
RP1-40E16.12,False
TUBB2A,False
RP1-40E16.9,False
TUBB2B,True
SLC22A23,True
PXDC1,True
ECI2,False
RPP40,False
RP11-428J1.4,False
LYRM4,False
NRN1,True
SSR1,False
BLOC1S5,False
EEF1E1,False
SLC35B3,False
C6orf52,True
RP11-421M1.8,False
MAK,False
ELOVL2,True
NEDD9,True
TBC1D7,False
GFOD1,False
RP1-223E5.4,False
RANBP9,False
MCUR1,True
RP11-560J1.2,False
DTNBP1,False
ATXN1,True
NUP153,False
KIF13A,True
NHLRC1,False
TPMT,False
DEK,True
RP4-625H18.2,True
MBOAT1,False
PRL,False
DCDC2,False
KIAA0319,False
TDP2,False
C6orf62,False
FAM65B,True
HIST1H1A,True
HIST1H2BB,False
HIST1H1C,True
HIST1H2BC,False
HIST1H3D,True
HIST1H2BG,True
HIST1H1D,True
HIST1H3F,True
HIST1H3G,False
ZNF322,False
RP1-86C11.7,False
HIST1H2BJ,True
HIST1H2BK,False
ZNF184,True
HIST1H2AJ,False
HIST1H2AK,False
HIST1H1B,True
HIST1H2AM,True
RP1-313I6.12,False
ZSCAN16-AS1,False
ZKSCAN4,False
ZSCAN31,True
ZSCAN12,False
ZSCAN23,False
SCAND3,False
XXbac-BPG308K3.6,False
TRIM27,False
ZNF311,False
GABBR1,False
ZNRD1-AS1,True
TRIM26,False
HCG17,False
HCG18,False
GNL1,False
PPP1R10,True
DHX16,False
PPP1R18,False
NRM,False
MDC1,False
XXbac-BPG252P9.9,True
FLOT1,False
IER3,True
CCHCR1,False
XXbac-BPG299F13.17,False
HLA-C,True
HLA-B,False
DDX39B,False
BAG6,False
C6orf47,False
GPANK1,True
LY6G5C,False
LY6G6C,False
DDAH2,True
CLIC1,False
SAPCD1-AS1,False
VARS,False
LSM2,False
HSPA1L,False
NEU1,False
EHMT2,False
ZBTB12,False
NELFE,False
DXO,False
ATF6B,True
FKBPL,False
PRRT1,False
AGPAT1,False
AGER,True
PBX2,True
GPSM3,False
HLA-DRB1,False
PSMB8,True
TAP1,True
HLA-DMA,False
HLA-DPA1,False
COL11A2,False
RXRB,False
VPS52,False
WDR46,False
RGL2,False
TAPBP,False
ZBTB22,False
DAXX,False
CUTA,False
BAK1,False
UQCC2,False
LEMD2,False
GRM4,False
C6orf1,False
NUDT3,False
RPS10,False
C6orf106,True
TAF11,False
TCP11,False
RP3-329A5.8,False
TEAD3,False
FKBP5,False
SRPK1,False
SLC26A8,False
RP1-179N16.6,False
PXT1,False
STK38,False
CPNE5,True
PPIL1,False
MTCH1,False
CCDC167,False
MDGA1,False
BTBD9,True
GLO1,False
SAYSD1,False
KIF6,False
LRFN2,False
UNC5CL,False
OARD1,False
TFEB,False
RP11-298J23.8,False
FRS3,False
USP49,True
MED20,False
CCND3,False
C6orf132,True
GUCA1B,False
MRPS10,False
TRERF1,True
PRPH2,False
TBCC,False
C6orf226,False
PEX6,False
MEA1,False
CUL7,False
MRPL2,False
DNPH1,False
ZNF318,True
DLK2,False
LRRC73,False
YIPF3,False
RP3-337H4.9,True
XPO5,False
MRPS18A,False
RP1-261G23.7,False
MRPL14,False
SLC35B2,False
NFKBIE,False
AARS2,True
SUPT3H,False
ENPP5,False
RCAN2,False
CYP39A1,False
TNFRSF21,False
RP11-385F7.1,False
MUT,False
CRISP2,False
DEFB112,False
MCM3,True
TRAM2,False
GSTA4,False
ICK,False
ELOVL5,False
GCLC,False
KLHL31,True
HMGCLL1,True
DST,True
RAB23,False
XXbac-BPGBPG55C20.2,True
KHDRBS2,False
RP5-1148A21.3,False
EYS,False
RP3-525N10.2,False
LMBRD1,False
COL9A1,True
B3GAT2,True
LINC00472,False
KHDC1,False
RP11-505P4.6,False
EEF1A1,False
SLC17A5,False
COL12A1,False
COX7A2,False
TMEM30A,False
FILIP1,True
PHIP,True
HMGN3,True
LCA5,True
RP1-159G19.1,False
ELOVL4,False
IBTK,True
UBE3D,False
PGM3,False
ME1,False
SNAP91,False
KIAA1009,True
SNX14,False
SYNCRIP,False
RP11-393I2.4,True
RARS2,False
AKIRIN2,False
CNR1,True
RNGTT,False
SRSF12,False
UBE2J1,False
RRAGD,False
LYRM2,False
MDN1,False
BACH2,False
MAP3K7,False
EPHA7,False
MANEA-AS1,True
GPR63,False
NDUFAF4,False
MMS22L,False
FBXL4,True
FAXC,False
COQ3,False
PNISR,False
USP45,False
CCNC,False
ASCC3,False
HACE1,False
BVES,False
PREP,False
ATG5,False
RTN4IP1,False
BEND3,False
PDSS2,False
SCML4,False
SEC63,False
OSTM1,False
SNX3,False
SESN1,True
CD164,False
PPIL6,False
MICAL1,False
ZBTB24,False
AK9,False
WASF1,False
CDK19,False
REV3L,False
TRAF3IP2,False
FYN,False
TUBE1,False
LAMA4,True
HDAC2,False
HS3ST5,True
TSPYL4,False
TSPYL1,True
ZUFSP,False
FAM162B,False
GOPC,False
CEP85L,False
MCM9,False
FAM184A,False
MAN1A1,False
TBC1D32,False
SERINC1,False
HDDC2,False
ECHDC1,False
KIAA0408,True
PTPRK,False
ARHGAP18,True
EPB41L2,False
MED23,True
CTGF,True
MOXD1,True
STX7,False
SLC18B1,False
SLC2A12,False
SGK1,False
ALDH8A1,False
HBS1L,False
AHI1,True
MTFR2,False
BCLAF1,False
MAP7,True
IFNGR1,False
OLIG3,False
PERP,True
NHSL1,True
REPS1,False
CITED2,True
HIVEP2,True
ADAT2,True
FUCA2,False
PLAGL1,False
SF3B5,False
FBXO30,False
SHPRH,False
PPIL4,False
KATNA1,False
LATS1,False
NUP43,False
LRP11,False
ZBTB2,False
RMND1,False
SYNE1,False
FBXO5,False
MTRF1L,False
RGS17,False
CNKSR3,False
RP11-477D19.2,False
TFB1M,False
RP11-230C9.4,True
TMEM242,False
SERAC1,False
DYNLT1,False
EZR,True
RSPH3,False
SOD2,False
TCP1,False
RP3-428L16.2,False
AGPAT4,False
PARK2,True
CAHM,False
RP1-155D22.2,True
C6orf118,True
PDE10A,False
SFT2D1,False
MPC1,False
RPS6KA2,True
RNASET2,True
RP11-351J23.2,False
RP11-351J23.1,True
C6orf123,False
THBS2,False
WDR27,False
PHF10,True
RP1-266L20.2,False
LINC00242,False
DLL1,True
PSMB1,False
PDCD2,False
DUSP22,False
GMDS-AS1,False
WRNIP1,True
NQO2,False
RP1-90J20.12,False
RIPK1,False
BPHL,False
PSMG4,False
RP11-506K6.4,False
FAM50B,False
PRPF4B,False
CDYL,True
RP11-428J1.5,False
PPP1R3G,False
FARS2,False
RREB1,True
RIOK1,False
SNRNP48,False
RP11-314C16.1,False
GCNT2,False
PAK1IP1,False
TMEM14C,False
TMEM14B,False
SMIM13,False
TMEM170B,False
RP11-456H18.2,False
HIVEP1,False
EDN1,False
PHACTR1,False
SIRT5,False
NOL7,False
RP3-500L14.2,False
RNF182,False
CD83,False
JARID2,False
MYLIP,False
RP1-151F17.1,False
RP1-151F17.2,False
RBM24,True
CAP2,False
FAM8A1,False
RP11-500C11.3,False
KDM1B,False
ID4,True
E2F3,True
CDKAL1,True
SOX4,True
CASC15,True
RP11-524C21.2,False
NRSN1,False
KAAG1,False
MRS2,False
ALDH5A1,False
ACOT13,False
GMNN,True
LRRC16A,True
SCGN,False
HIST1H4A,False
HIST1H4C,True
HIST1H2AC,True
HIST1H1E,True
HIST1H2BD,True
HIST1H2BF,True
HIST1H4E,False
HIST1H2AE,False
HIST1H3E,False
HIST1H2BH,True
BTN3A2,False
BTN2A2,False
BTN3A1,False
BTN3A3,False
BTN2A1,False
HCG11,False
CTA-14H9.5,False
HMGN4,False
ABT1,False
RP11-457M11.5,False
HIST1H2AG,True
HIST1H4I,True
HIST1H2AH,False
ZNF391,False
HIST1H2AI,True
HIST1H3H,False
HIST1H4J,False
HIST1H2BN,False
HIST1H2AL,True
HIST1H2BO,True
OR2B6,True
ZNF165,False
ZSCAN16,False
ZKSCAN8,False
ZSCAN9,False
NKAPL,True
PGBD1,False
ZKSCAN3,False
HLA-A,False
ZNRD1,False
PPP1R11,False
TRIM39,False
RPP21,False
HLA-E,True
PRR3,False
ABCF1,False
MRPS18B,False
ATAT1,True
C6orf136,False
TUBB,False
XXbac-BPG252P9.10,False
DDR1,True
GTF2H4,True
VARS2,False
HCG22,False
MICA,False
NFKBIL1,False
AIF1,True
PRRC2A,False
APOM,True
CSNK2B,False
LY6G5B,True
HSPA1A,True
HSPA1B,True
C6orf48,False
SKIV2L,False
STK19,False
RNF5,False
XXbac-BPG154L12.4,False
HCG23,False
BRD2,False
HLA-DPB1,False
SLC39A7,False
HSD17B8,False
RING1,False
RPS18,False
B3GALT4,False
PFDN6,False
KIFC1,False
PHF1,False
SYNGAP1,False
ZBTB9,False
HMGA1,False
RP11-513I15.6,True
PACSIN1,False
RP11-140K17.3,False
SNRPC,False
UHRF1BP1,False
ANKS1A,False
SCUBE3,False
ZNF76,False
DEF6,True
PPARD,False
FANCE,False
RPL10A,False
ARMC12,True
LHFPL5,False
MAPK14,False
BRPF3,False
KCTD20,False
SRSF3,False
CDKN1A,False
C6orf89,False
PI16,True
COX6A1P2,False
PIM1,True
TBC1D22B,False
RNF8,False
CMTR1,False
ZFAND3,False
NFYA,False
FOXP4,True
MDFI,True
PRICKLE4,False
RP11-298J23.9,True
BYSL,False
TAF8,False
GUCA1A,False
UBR2,False
GLTSCR1L,False
RPL7L1,False
CNPY3,False
RP3-475N16.1,False
PPP2R5D,False
KLHDC3,False
RRP36,False
KLC4,False
PTK7,False
SRF,False
CUL9,False
TTBK1,False
ABCC10,False
TJAP1,False
POLR1C,False
RP3-337H4.10,False
POLH,True
MAD2L1BP,False
RSPH9,False
VEGFA,False
C6orf223,False
TMEM63B,False
SLC29A1,False
HSP90AB1,False
CDC5L,False
ENPP4,False
SLC25A27,False
CD2AP,False
CENPQ,True
C6orf141,True
RP11-397G17.1,True
TFAP2D,True
TFAP2B,True
PAQR8,True
EFHC1,False
TRAM2-AS1,True
TMEM14A,False
FBXO9,False
LRRC1,False
MLIP,True
HCRTR2,True
BEND6,False
KIAA1586,False
ZNF451,False
BAG2,False
PRIM2,False
FKBP1C,False
PTP4A1,False
PHF3,False
BAI3,False
COL19A1,True
FAM135A,True
C6orf57,False
RP11-134K13.4,False
SMAP1,False
OGFRL1,False
RIMS1,True
KCNQ5,False
RP11-398K22.12,False
DDX43,False
MTO1,False
RP1-234P15.4,False
SENP6,False
MYO6,True
IRAK1BP1,False
HMGN3-AS1,False
SH3BGRL2,False
TTK,False
BCKDHB,False
RP11-250B2.6,True
TPBG,True
DOPEY1,False
RWDD2A,False
PRSS35,False
RIPPLY2,False
CYB5R4,False
MRAP2,False
RP1-3J17.3,True
ZNF292,False
SMIM8,False
SLC35A1,False
ORC3,False
PNRC1,False
PM20D2,True
ANKRD6,False
MANEA,False
FUT9,True
UFL1,True
KLHL32,True
RP3-418C23.2,False
RP1-104O17.1,False
RP1-104O17.2,False
RP11-436D23.1,False
POU3F2,True
TSTD3,True
PRDM13,False
RP3-467N11.1,False
GRIK2,False
LIN28B,True
QRSL1,False
C6orf203,False
SOBP,False
RP1-191J18.66,False
OSTM1-AS1,False
NR2E1,True
LACE1,False
FOXO3,False
ARMC2,False
CEP57L1,False
SMPD2,False
RP5-919F19.5,False
FIG4,False
GPR6,False
CDC40,False
AMD1,False
GTF3C6,False
RPF2,False
SLC16A10,False
KIAA1919,False
RP5-1112D6.4,True
RP5-1112D6.7,False
RP5-1112D6.8,False
TRAF3IP2-AS1,False
C6orf3,False
FAM229B,False
MARCKS,False
RP11-544L8__B.4,False
RP3-399L15.3,False
NT5DC1,False
DSE,False
FAM26F,False
RWDD1,False
RSPH4A,True
KPNA5,True
DCBLD1,False
NUS1,False
SLC35F1,True
ASF1A,False
GJA1,True
HSF2,False
PKIB,False
FABP7,True
SMPDL3A,True
CLVS2,False
NKAIN2,False
RNF217,True
HEY2,False
NCOA7,False
HINT3,False
TRMT11,False
CENPW,True
RSPO3,False
RNF146,False
C6orf58,True
RP1-86D1.4,False
L3MBTL3,True
TMEM200A,False
AKAP7,True
ENPP1,True
RPS12,False
TBPL1,False
MYB,False
PDE7B,True
PEX7,True
TNFAIP3,False
KIAA1244,False
HEBP2,False
RP11-390P2.4,False
CCDC28A,False
ABRACL,True
HECA,False
VTA1,False
GPR126,False
RP1-67K17.4,False
AIG1,True
PEX3,False
PHACTR2,False
LTV1,False
UTRN,True
RP3-466P17.1,True
RP11-545I5.3,False
GRM1,False
RAB32,False
STXBP5,True
RP11-361F15.2,False
SASH1,False
UST,True
TAB2,False
GINM1,False
PCMT1,False
ULBP2,False
ULBP1,False
PPP1R14C,True
PLEKHG1,False
MTHFD1L,False
AKAP12,True
C6orf211,False
CCDC170,False
SCAF8,False
TIAM2,False
ARID1B,False
ZDHHC14,False
SNX9,False
SYNJ2,False
GTF2H5,False
RP11-732M18.3,True
TULP4,False
TMEM181,False
SYTL3,False
C6orf99,False
FNDC1,False
WTAP,True
ACAT2,True
MRPL18,False
IGF2R,False
MAP3K4,False
PACRG,False
QKI,False
RP1-168L15.5,True
FGFR1OP,True
AL009178.1,True
MLLT4,False
KIF25,False
XXyac-YX65C7_A.2,False
C6orf120,False
RP1-266L20.4,False
ERMARD,False
LINC00574,False
FAM120B,False
TBP,False
PDGFA,False
PRKAR1B,False
RP11-449P15.2,False
ADAP1,False
COX19,False
C7orf50,False
ZFAND2A,True
MICALL2,True
RP11-1246C19.1,False
INTS1,False
PSMG3,False
MAD1L1,False
FTSJ2,False
SNX8,False
BRAT1,False
GNA12,False
RADIL,False
MMD2,False
TNRC18,False
RP11-1275H24.1,False
ACTB,True
RNF216,False
PMS2,False
EIF2AK1,False
CYTH3,False
FAM220A,False
DAGLB,False
KDELR2,False
ZNF12,False
RP5-1159O4.2,True
RP5-1159O4.1,True
RPA3,True
ICA1,False
NDUFA4,False
THSD7A,True
ETV1,True
DGKB,False
RP11-196O16.1,False
ISPD,True
SOSTDC1,False
GS1-166A23.2,False
ANKMY2,False
SNX13,False
TWISTNB,False
TMEM196,False
MACC1,False
CTA-293F17.1,True
CDCA7L,True
RAPGEF5,False
TOMM7,False
FAM126A,True
KLHL7-AS1,False
IGF2BP3,False
TRA2A,False
DFNA5,False
OSBPL3,True
CYCS,False
C7orf31,False
CTB-119C2.1,False
HNRNPA2B1,False
AC004540.4,True
SKAP2,False
HOXA2,False
HIBADH,True
JAZF1,False
CPVL,True
SCRN1,False
FKBP14,True
NOD1,False
GGCT,True
CRHR2,False
NEUROD6,True
PDE1C,False
LSM5,False
KBTBD2,False
NT5C3A,False
RP9,False
DPY19L1,True
HERPUD2,False
AC007551.3,False
KIAA0895,False
AOAH,True
ELMO1,True
SFRP4,False
AMPH,True
VPS41,False
RP11-467D6.1,True
MPLKIP,False
INHBA,False
GLI3,True
RP11-111K18.2,True
C7orf25,False
COA1,False
MRPS24,False
URGCP,False
AC004951.6,True
PGAM2,True
POLM,False
POLD2,False
GCK,False
CAMK2B,False
NUDCD3,False
DDX56,False
TMED4,False
H2AFV,False
PURB,True
MYO1G,True
SNHG15,False
NACAD,False
TBRG4,False
IGFBP3,True
TNS3,False
HUS1,False
FIGNL1,False
GRB10,False
COBL,True
SEC61G,False
VOPP1,False
PSPH,False
CHCHD2,False
ZNF680,False
ZNF117,True
ERV3-1,False
GUSB,False
LINC00174,False
GS1-124K5.3,False
GS1-124K5.11,False
RP11-792A8.4,False
SBDS,False
CALN1,False
RP11-313P13.5,False
TRIM74,False
NSUN5,False
BAZ1B,False
BCL7B,False
TBL2,False
DNAJC30,False
STX1A,False
ABHD11,False
WBSCR27,False
RFC2,False
GTF2IRD2,False
POM121C,False
HIP1,False
STYXL1,False
YWHAG,False
SRCRB4D,False
POMZP3,False
GSAP,False
RSBN1L-AS1,False
TMEM60,False
MAGI2,True
AC004862.6,False
SEMA3C,True
CACNA2D1,True
PCLO,True
SEMA3E,False
SEMA3A,False
AC074183.4,False
SEMA3D,False
AC005009.2,False
KIAA1324L,False
AC005076.5,False
TMEM243,False
TP53TG1,False
SLC25A40,True
SRI,True
AC002456.2,True
MTERF,False
CYP51A1,False
KRIT1,False
PEX1,False
FAM133B,False
CDK6,True
SAMD9,False
HEPACAM2,False
TFPI2,True
BET1,False
SGCE,False
PON2,True
PDK4,True
SLC25A13,False
SHFM1,False
DLX6-AS1,True
DLX5,True
ASNS,False
TECPR1,False
TMEM130,False
SMURF1,True
PDAP1,False
PTCD1,False
ATP5J2,False
ZNF394,False
FAM200A,False
CYP3A5,False
TRIM4,True
ZNF3,False
MCM7,True
TAF6,False
C7orf43,False
GAL3ST4,False
GPC2,True
GATS,False
ZCWPW1,False
PPP1R35,False
C7orf61,False
LRCH4,False
TFR2,False
ACTL6B,True
GIGYF1,True
EPHB4,False
UFSP1,False
ACHE,False
RP11-395B7.4,False
VGF,False
NAT16,False
PLOD3,False
CLDN15,False
FIS1,False
RABL5,False
ALKBH4,False
POLR2J,False
POLR2J3,False
FBXL13,True
NAPEPLD,False
DNAJC2,False
RELN,False
ORC5,False
KMT2E-AS1,False
CTB-152G17.6,False
SRPK2,False
PUS7,False
ATXN7L1,False
SYPL1,True
NAMPT,False
CCDC71L,False
CTA-363E19.2,False
COG5,False
RP4-593H12.1,True
SLC26A4-AS1,True
AC002467.7,False
LAMB1,True
NRCAM,True
PNPLA8,False
THAP5,False
IMMP2L,False
DOCK4,False
TMEM168,False
C7orf60,False
GPR85,False
LINC00998,True
ST7-AS1,False
CTTNBP2,True
TSPAN12,False
FAM3C,False
AASS,False
FEZF1,True
CADPS2,False
IQUB,False
NDUFA5,False
WASL,False
TMEM229A,False
GPR37,False
POT1,False
GRM8,False
ZNF800,False
GCC1,False
LRRC4,False
RBM28,False
PRRT4,False
IMPDH1,False
RP11-212P7.2,False
TNPO3,False
RP11-448A19.1,False
UBE2H,False
ZC3HC1,False
TMEM209,False
CEP41,False
hsa-mir-335,True
COPG2,False
MIR29A,False
RP11-138A9.1,False
PODXL,False
PLXNA4,True
CHCHD3,False
SLC35B4,True
AKR1B1,False
C7orf49,True
WDR91,False
CNOT4,False
MTPN,False
PTN,True
DGKI,False
CREB3L2,True
KIAA1549,False
ZC3HAV1L,True
ZC3HAV1,True
RP11-634H22.1,False
HIPK2,False
PARP12,False
KDM7A,True
SLC37A3,False
MKRN1,False
DENND2A,False
NDUFB2-AS1,True
BRAF,False
RP4-813F11.4,False
MRPS33,False
RP5-894A10.2,True
KIAA1147,False
WEE2-AS1,True
KEL,False
FAM131B,False
AC093673.5,False
FAM115A,False
OR2A1-AS1,False
TPK1,True
RP5-1136G13.2,False
EZH2,False
PDIA4,False
ZNF786,False
ZNF425,False
ZNF777,True
ZNF746,False
ZNF467,False
ATP6V0E2-AS1,False
RARRES2,False
TMEM176B,False
KCNH2,True
ATG9B,False
CDK5,False
FASTK,False
TMUB1,False
ABCF2,True
SMARCD3,True
RHEB,False
PRKAG2,False
KMT2C,False
XRCC2,False
PAXIP1,False
AC144652.1,False
CNPY1,True
AC009403.2,False
SHH,False
C7orf13,False
LMBR1,False
PTPRN2,False
NCAPG2,False
ESYT2,False
VIPR2,True
AC093627.10,False
FAM20C,False
SUN1,False
GPR146,False
AC091729.9,False
MAFK,False
PSMG3-AS1,True
ELFN1,True
NUDT1,False
EIF3B,False
CHST12,False
IQCE,False
TTYH3,False
SDK1,False
FOXK1,False
AP5Z1,False
RBAK-RBAKDN,False
WIPI2,False
SLC29A4,False
RP11-1275H24.2,False
RP11-1275H24.3,False
FSCN1,False
OCM,False
CCZ1,False
AIMP2,False
USP42,False
RAC1,False
FLJ20306,False
ZDHHC4,False
C7orf26,False
ZNF853,False
RP11-611L7.1,False
C1GALT1,False
MIOS,False
RPA3-AS1,False
NXPH1,False
PHF14,False
TMEM106B,False
ARL4A,True
BZW2,False
TSPAN13,True
AHR,True
HDAC9,True
ITGB8,True
SP4,False
IL6,False
KLHL7,False
NUPL2,False
AC005082.12,True
MALSU1,False
CCDC126,False
FAM221A,True
STK31,False
NPY,True
MPP6,True
NFE2L3,False
CBX3,False
SNX10,True
AC004540.5,False
HOTAIRM1,False
TAX1BP1,False
CREB5,True
CHN2,True
WIPF3,True
PLEKHA8,True
MTURN,False
GARS,False
FAM188B,False
AQP1,False
ADCYAP1R1,True
PPP1R17,True
AVL9,True
FKBP9,True
BBS9,False
BMPER,False
RP11-379H18.1,False
SEPT7,False
EEPD1,True
ANLN,False
EPDR1,False
STARD3NL,False
POU6F2,False
YAE1D1,True
RALA,False
LINC00265,True
CDK13,False
SUGCT,False
MRPL32,False
HECW1,False
STK17A,True
BLVRA,False
UBE2D4,False
LINC00957,False
DBNL,False
AEBP1,False
YKT6,False
OGDH,False
ZMIZ2,False
PPIA,False
RP4-673M15.1,False
CCM2,False
ADCY1,True
RP11-638I8.1,False
UPP1,False
VWC2,False
